operation_type|scheduled_start_time|actual_start_time|execution_duration_MILLISECONDS|result_code|original_start_time
LdbcQuery11|1759819391473|1759819391473|10|0|13521888
LdbcQuery11|1759819391499|1759819391499|13|0|13547792
LdbcQuery11|1759819391525|1759819391527|9|0|13573696
LdbcQuery11|1759819391550|1759819391551|10|0|13599600
LdbcQuery11|1759819391576|1759819391576|11|0|13625504
LdbcQuery11|1759819391602|1759819391602|11|0|13651408
LdbcQuery11|1759819391628|1759819391628|9|0|13677312
LdbcQuery11|1759819391654|1759819391656|9|0|13703216
LdbcQuery11|1759819391680|1759819391680|12|0|13729120
LdbcQuery11|1759819391706|1759819391706|9|0|13755024
LdbcQuery11|1759819391732|1759819391733|10|0|13780928
LdbcQuery11|1759819391758|1759819391759|11|0|13806832
LdbcQuery11|1759819391784|1759819391784|12|0|13832736
LdbcQuery11|1759819391810|1759819391812|41|0|13858640
LdbcQuery11|1759819391835|1759819391841|13|0|13884544
LdbcQuery11|1759819391861|1759819391861|43|0|13910448
LdbcQuery11|1759819391887|1759819391888|17|0|13936352
LdbcQuery11|1759819391939|1759819391939|15|0|13988160
LdbcQuery11|1759819391913|1759819391914|70|0|13962256
LdbcQuery11|1759819391965|1759819391966|29|0|14014064
LdbcQuery11|1759819391991|1759819391994|11|0|14039968
LdbcQuery11|1759819392017|1759819392018|34|0|14065872
LdbcQuery11|1759819392043|1759819392044|11|0|14091776
LdbcQuery11|1759819392069|1759819392070|15|0|14117680
LdbcQuery11|1759819392094|1759819392094|16|0|14143584
LdbcQuery11|1759819392120|1759819392121|10|0|14169488
LdbcQuery11|1759819392146|1759819392146|8|0|14195392
LdbcQuery11|1759819392172|1759819392173|8|0|14221296
LdbcQuery11|1759819392198|1759819392198|10|0|14247200
